COX6C,MUC1,AGR2,POLR2B,LTF,NID1,KIAA0196,GFRA1,DYRK1A,SQLE,GFM1,RALB,PLTP,PYGL,KLF9,TFF3,IFIT3,CLCC1,KRT5,KRT17,HOOK2,PSEN2,PGR,CDK5RAP1,KRT14,AGR3,LRP2,EEF1A2,CEACAM6,PIP,BMPR1B,GSTA4,TFF1,FABP4,GABRP,MUC5B,PROM1,CP,ALDOC,ID1,EPSTI1,CD48,SLAMF7,COL17A1,TFAP2B,ADH1B,MUCL1,SCGB1D2,PLIN1,MNDA,TLR1,HOPX,ADIPOQ,CHAD,PIGR,ERN1,SYT13,ADCY4,KRT6B,CHST2,TMEM26,GPD1,LAMP3,ELF5,KCNJ2,KCNMB1,PRKCB,CD84,KRT81,IDO1,MMP1,CEACAM5,HMGCS2,KRT16,DNM3,TNFSF13B,SOX10,HAAO,CST1,SLAMF6,FAIM2,MUC16,CRABP1,KLK5,TIGIT,CLCA2,COL2A1,TAT,OLFM4,TCN1,TTYH1,MUC6,SYNGR3,SOSTDC1,KLK6,NPTX2,CLEC3A,AQP5,CD1C,LBP,KCNJ3,SYN2,KIF1A,CD1E,CRISP3,SCGB3A1,KLK11,KRT6A,CYTL1,CYP26A1,FABP7,GRIA2,SERPINA6,PDE1C,CIDEA,PVALB,MSLN,CST9,S100A7,NRTN,CYP4F8,FCRL3,FLG,ROPN1,CA9,CHRM3,TPO,WIF1,VSTM2A,ACADL,KCNC2,HRNR,NOTUM,CXCL5,LDHC,FCRL2,TNFSF14,FBXO39,CHST4,FCRL1,SNAP91,FAM132A,INA,label
12.5111,14.0394,13.0664,11.7025,4.208,10.7868,10.699,13.5237,10.6011,9.9375,10.6008,10.9219,9.5403,8.9607,10.419,11.811,9.1527,8.8525,1.7076,1.7076,9.7986,9.4683,6.053,8.6244,1.9685,12.1304,11.0681,9.2813,4.6964,4.3972,6.6816,7.0667,9.4537,9.322,3.0218,0.9791,3.0782,5.2079,5.8734,8.0613,8.2572,8.2294,8.2216,3.5464,11.8354,8.8467,10.3991,11.7235,8.0525,7.621,7.1965,8.5441,9.241,8.0277,2.0831,8.9131,2.4679,7.118,1.1984,6.2923,8.9871,7.6723,6.812,2.0831,6.8691,5.018,8.4418,7.7782,2.7012,7.174,5.5734,3.1325,11.4237,4.732,6.2743,6.5925,2.1894,5.0606,3.6242,7.1805,8.7184,1.1984,7.5752,0.9791,7.0278,5.7659,2.1894,0.4046,8.7728,6.3846,2.4679,1.9685,5.951,4.5244,0.9791,4.9889,14.0811,1.3888,5.7573,3.1848,0.9791,2.1894,7.3759,6.3449,4.5644,0.9791,0,0.4046,3.3312,1.8439,0,0.9791,4.6783,2.4679,4.9592,10.4564,0.7203,0.4046,1.8439,3.5858,2.902,4.5244,4.4411,0.7203,3.1094,2.0831,2.7713,0.4046,10.0758,1.7076,0,2.7713,2.5499,0.4046,0.4046,3.0782,3.4641,2.4679,0,2.7713,1.557,0.4046,0.7203,2
12.8718,9.1987,13.4151,11.5488,7.5444,11.426,12.3994,13.454,10.8934,13.758,10.3304,10.7866,9.6551,8.6138,10.0743,14.2994,10.6294,9.699,5.7539,5.7539,9.0347,8.6541,5.032,8.7908,5.2577,10.4416,10.471,13.6711,10.5341,2.3228,8.6441,11.2095,14.1503,5.463,4.8281,12.1626,3.6669,1.5222,10.5038,5.9098,8.0987,7.1438,8.6274,4.6271,1.1581,3.4401,7.8955,1.6579,4.4554,6.6811,6.0967,7.3512,4.3721,5.1741,3.2663,6.227,7.5253,6.9669,4.1398,6.9633,5.4819,3.558,6.5592,6.8173,4.6271,5.2461,6.5686,6.5307,4.1144,7.1594,9.7097,12.5056,7.9177,0.3873,5.5414,6.1848,2.4903,5.3368,3.9226,6.4668,5.4325,4.5342,0.6923,1.6579,6.2563,0,11.4544,6.7975,2.9004,4.0885,3.6669,0.944,5.3801,4.5533,0.6923,4.5533,0.3873,2.1333,2.4903,2.9587,10.7346,1.5097,9.2412,2.9587,7.1312,1.3446,0,0.3873,2.8397,3.3118,0.3873,3.9801,1.1581,1.7922,0.6923,8.9429,0,3.1207,0.3873,3.4805,0,3.4401,1.9151,0.3873,0,2.2312,2.9587,0,5.7648,0.6923,1.6579,1.3446,1.1581,0.3873,4.5149,2.9004,0.944,2.7099,0.944,2.2312,5.8495,2.2312,0.944,3
12.143,12.9533,11.4259,10.9432,11.9903,11.0806,9.5085,11.4383,10.5722,9.7883,10.6778,10.4903,10.2111,9.3291,10.1049,13.1818,9.4316,9.5379,11.741,12.0343,10.1837,10.2651,9.7897,9.2758,12.3179,10.1903,11.8588,6.4985,13.7177,7.8345,11.5291,8.9308,9.3767,10.696,9.2391,5.7833,11.1528,5.4017,7.2836,8.0785,7.6864,7.987,8.4751,11.5386,12.0689,10.1455,12.4004,10.4305,9.1232,7.7446,8.1194,7.1993,10.1146,8.8042,13.1791,7.605,11.2193,8.0614,8.0991,7.3569,6.998,8.6604,7.0263,7.6514,5.542,7.8545,7.2998,6.2993,9.5809,5.3302,3.4918,7.22,9.6612,5.8731,6.5647,5.1409,8.9852,6.6585,7.2638,5.8903,6.5042,5.717,5.1264,8.161,6.3993,6.3811,5.0819,7.5102,5.7553,5.6167,4.906,9.3511,3.7023,7.5785,6.9867,3.8859,0,6.6736,7.1319,2.1809,1.2712,6.543,2.0638,5.7926,9.2642,7.9789,5.7363,2.9477,4.854,6.4114,2.8091,3.851,3.9533,4.8716,5.8731,3.9859,2.8091,5.3554,0.4366,3.5797,0,4.1384,4.1784,3.9859,1.597,3.1904,4.3025,6.9459,0.4366,2.3899,0.4366,4.0488,3.9533,2.8091,5.3175,3.298,2.6557,3.8859,1.4684,1.7966,2.5724,3.1904,1.2712,2
11.6335,12.8557,12.5325,11.0531,8.1168,12.1018,11.0421,13.9171,10.4899,9.9721,10.0979,10.4041,10.5073,10.4019,10.8704,12.4872,10.2679,9.5835,11.4176,11.5502,11.3359,8.7706,12.1119,9.0658,11.5006,10.2549,9.3184,7.398,9.4637,7.6139,10.3168,7.4445,12.3546,7.3648,9.1547,4.8832,10.5094,5.2815,8.5295,7.1951,8.3845,7.1824,6.9138,9.8343,11.722,6.9834,7.2726,9.3356,6.2378,7.8236,7.0863,6.392,6.7466,8.5736,6.1797,7.2323,5.0956,7.1782,9.4524,6.6643,6.6714,5.3273,5.76,4.4496,7.4759,6.6521,6.1541,6.939,10.0243,5.0407,4.9641,7.1782,5.8795,6.3169,5.9002,5.4864,8.0042,5.6784,7.2526,5.642,6.1541,2.272,5.3724,7.2606,5.8264,6.8407,5.1134,1.9923,6.2858,7.2117,5.1995,3.3732,4.3923,5.0407,5.7825,7.2606,7.493,6.3474,4.5048,1.9923,0,4.7526,5.3724,4.9242,2.1389,4.634,10.2649,5.1134,3.1835,7.1439,3.1835,3.6426,0.5115,3.8696,2.1389,10.2321,0.5115,3.8696,0,4.2704,10.2218,2.965,3.3354,3.3732,3.7285,1.6451,1.6451,5.1485,1.8291,1.4341,1.8291,3.1143,3.7377,2.5061,4.3923,1.8291,2.1389,1.8291,1.1869,2.3938,2.272,3.5926,1.4341,2
12.2803,15.1137,15.3764,10.1144,13.3451,9.915,10.4789,12.0704,10.226,9.7118,10.1573,11.2091,10.4595,10.6447,10.6896,11.826,11.576,9.9443,9.2756,9.8009,10.2793,9.9184,9.0423,10.0961,9.5297,10.5008,10.082,9.3859,8.7905,12.9166,10.1053,6.7896,13.2825,11.9727,6.6229,7.5128,5.4354,5.0382,7.8687,9.2582,8.749,9.4893,9.0552,6.7022,11.061,10.755,11.6532,6.616,10.7492,8.3309,7.1938,6.849,11.0847,9.8526,5.8146,4.2914,9.0802,8.2908,6.48,7.2477,5.5825,10.4827,7.4062,10.6413,5.4354,6.3046,7.4681,6.1621,6.5316,6.6023,3.8081,8.2071,8.1796,6.9875,6.9391,6.1807,5.0056,6.4187,4.5421,7.8339,5.5825,7.9277,5.4198,4.6792,6.7528,4.3583,2.2377,13.2406,4.6792,12.3524,4.2213,7.4981,7.4375,2.0881,3.1534,3.488,5.0056,4.2568,5.0263,4.4532,8.7552,4.4532,2.2377,4.9416,4.4834,2.8154,11.5537,0,3.8552,2.2377,2.2377,8.9656,7.6459,1.2592,8.5015,7.7304,3.427,3.6569,0.5504,3.1534,5.0867,4.4222,0.9479,1.2592,0.5504,1.5151,3.2967,1.9212,0,4.1476,0,0,2.0881,0.5504,3.2967,3.9008,1.2592,4.9416,0.5504,3.1534,2.0881,0.9479,0,2
10.2083,11.0059,10.3905,11.3619,14.5894,11.2957,10.7548,12.1583,11.135,8.1177,10.5398,10.4226,11.5651,10.8603,11.1986,8.6265,8.9182,9.8957,14.3901,13.4291,9.0629,8.143,10.9598,8.5646,14.4108,8.5169,11.1627,7.1481,6.0751,11.9732,5.9515,8.6642,5.4202,13.3839,12.8791,7.1228,11.4103,10.3509,9.4067,8.7958,6.4947,7.1729,7.1851,12.9137,10.8225,13.7073,13.6342,10.452,12.9958,6.755,9.0446,6.0751,13.5807,6.225,9.5813,8.2074,2.4074,8.4974,12.1822,7.6099,8.5877,11.9923,5.6672,9.953,9.7002,9.4967,7.5731,6.9326,7.7769,4.8417,1.157,1.157,10.2402,7.5448,7.2507,5.9939,11.3883,7.1165,0,5.5956,5.1721,7.179,7.0172,11.1475,3.5934,8.7367,3.7334,10.7538,8.6902,8.6175,7.2738,2.7082,2.957,10.3991,8.3366,4.8105,5.2674,3.861,5.5203,8.9845,1.157,7.6053,1.157,4.0866,2.957,4.8724,6.4848,3.5179,5.752,3.1691,8.3366,6.4947,0,8.4088,7.7648,0.6915,1.157,2.7082,2.4074,3.7986,5.4408,3.1691,5.9802,6.6082,0.6915,3.5934,5.7017,10.581,0,6.8733,4.3702,2.5656,0,5.1221,1.157,3.5179,2.7082,3.1691,3.7334,2.2296,2.7082,0,0.6915,1
12.1426,11.6873,2.7183,10.7526,8.3105,10.8645,10.6183,5.4704,10.498,11.5591,9.8089,9.5042,9.9068,7.3328,9.2402,5.2138,9.4659,9.548,10.5599,12.7941,10.1291,9.1039,4.5639,9.4196,11.5201,1.5704,10.0032,10.3396,8.7703,3.9794,7.7015,9.9181,0.7282,6.8237,16.0951,11.6627,12.5175,6.9007,8.1245,8.4606,8.2573,8.7319,8.0988,9.1346,4.9787,5.3709,7.5806,6.9857,4.5838,7.0371,8.0549,8.5977,3.9181,5.0376,3.2028,6.4486,8.5004,7.8444,10.5897,8.8729,4.3411,4.5438,8.9762,11.3807,6.3241,9.4217,7.4072,6.1281,15.3403,6.6412,4.7689,3.0396,0.7282,12.3326,5.9933,5.6973,11.9435,6.0155,0,6.5782,5.751,11.375,10.7717,14.103,6.1416,3.6428,6.4268,0,11.0803,3.8864,12.3696,3.2534,4.1492,7.3001,13.1007,4.3249,0,12.0513,5.9557,2.4844,0,5.5834,9.4753,5.3478,6.0081,3.1504,10.4875,5.1352,3.787,2.5667,6.4966,0.7282,0.9891,4.2016,0.4096,0,12.3795,0,8.3676,7.7241,1.7216,5.3244,3.9318,10.6351,7.2403,5.264,2.9195,3.1504,0,0.4096,0,3.1504,4.1492,1.5704,5.9248,4.9174,3.2028,3.7167,7.0226,4.6977,2.9808,3.3022,5.5433,4
11.7739,11.6011,14.825,10.4052,4.3242,11.2357,10.6253,5.5106,10.1047,11.345,10.4012,10.2111,9.8775,8.6657,9.4281,10.6451,9.6168,9.5754,8.6286,9.2694,10.4998,9.6523,4.817,9.6484,8.2931,12.432,3.0124,11.8813,16.0605,8.3734,4.1584,5.5779,7.5467,7.7278,4.975,1.8949,3.5699,7.6601,11.3149,7.7644,8.7373,8.4849,9.3688,6.9718,12.0429,7.9566,7.3052,10.5341,8.4336,7.534,6.3957,6.5376,6.9079,11.0268,3.6963,8.3154,7.3346,7.4867,5.7912,7.1863,5.4758,7.4057,8.0631,8.9346,6.2894,6.0018,7.3395,6.5955,7.675,9.9828,7.021,16.5286,6.1637,2.5592,6.4595,6.6276,2.4196,6.1637,7.1481,6.8882,4.3242,4.2845,6.4234,3.9201,6.7346,2.4196,1.8949,8.1065,1.0618,0.6265,4.8446,2.0917,9.2057,0.6265,2.265,7.8175,11.7687,0.6265,3.6963,1.3958,4.8717,3.0124,7.7716,3.1065,7.033,3.1948,0,1.0618,4.2437,3.971,0.6265,1.3958,0.6265,2.5592,2.8035,3.971,1.3958,1.6668,0,4.731,0,5.1619,2.5592,3.8126,6.5956,1.0618,3.278,2.4196,0,0.6265,0,1.3958,5.048,1.6668,1.3958,2.8035,3.7556,2.0917,1.0618,3.1065,0,2.265,1.0618,0
10.9443,11.4237,12.1362,11.3502,10.9727,11.1817,10.1742,8.5648,10.6117,11.7264,9.908,11.2918,12.0813,10.5305,10.7054,9.4059,9.8245,9.9209,12.1541,14.0444,9.9963,9.0361,6.8088,8.8334,11.7905,7.1721,5.5662,9.6322,9.9738,6.7621,7.1568,7.458,8.1097,11.1793,10.5942,8.4242,11.8694,13.0024,7.8824,9.2636,8.7246,10.3602,9.8708,10.1755,10.8213,10.7905,11.8227,6.5112,10.19,8.6642,9.5215,9.831,9.8597,3.1945,9.2779,6.4452,6.5665,8.6983,13.1088,8.5937,6.9403,9.0092,9.1322,7.2124,6.7069,7.9133,9.5687,7.299,12.1156,10.2082,10.7415,3.1119,5.5349,10.7049,7.8023,6.7756,6.664,6.8666,10.512,9.3541,6.4367,7.4369,6.6198,6.3034,8.0106,10.5746,3.4846,6.2752,8.6349,10.5832,5.0712,10.795,5.6418,10.2051,5.8727,8.0937,7.6012,7.4621,9.0883,8.5745,1.8272,4.3482,6.7069,8.8414,9.5803,4.8847,2.1915,12.054,6.3402,3.1945,3.0242,2.1915,0,2.7239,5.4193,2.8311,9.2932,0,10.1537,4.3839,0,7.1516,3.4648,5.6565,2.3441,4.7815,3.8331,4.4859,2.3441,3.1945,1.8272,2.0208,3.726,3.1945,2.8311,7.0936,3.4846,1.6035,2.0208,6.6568,4.2742,2.6081,4.4527,1
13.2238,15.7928,11.6559,10.5435,14.3084,11.5945,9.691,11.0969,10.7568,9.1014,10.1904,10.6685,10.8616,10.0889,9.4876,13.3103,7.7226,9.5694,11.5537,11.7391,9.048,10.2154,9.9406,10.1687,12.2738,12.1144,9.5681,10.262,12.8048,9.8561,6.5677,8.5398,15.7948,11.1282,10.8511,13.0095,10.262,6.4058,8.2789,9.1257,6.5933,7.8288,6.5805,9.6791,7.1964,9.8112,12.047,15.7338,9.8542,6.8432,6.9708,7.6298,9.9446,12.0093,11.3806,3.5382,11.1561,7.8791,8.9535,7.8342,6.4088,9.7598,6.3064,8.7915,7.088,7.9965,5.3844,4.0629,8.4126,5.9077,9.7933,11.8028,12.6476,8.6042,6.7149,5.1283,9.7704,6.995,8.7664,5.4419,7.965,6.7943,6.0986,8.5332,4.6063,8.0872,4.0991,5.1629,7.5004,9.0199,7.5762,6.5933,8.7664,7.5826,7.0188,5.7797,0.8871,7.6298,5.0564,5.0379,7.5038,4.5551,3.7351,4.7725,1.6431,7.2776,5.8557,4.7947,4.7499,3.64,5.5892,9.6181,0.5107,3.3101,6.6554,1.4323,4.2355,0.5107,2.1367,4.5809,2.3915,3.0391,2.41,6.0252,0,2.1367,3.9083,3.4845,1.4323,2.9625,8.797,3.3706,3.64,2.7961,3.3706,2.3915,1.4323,1.4323,1.827,1.4323,1.4323,8.352,1.4323,2
11.7317,12.1442,14.5458,11.3028,9.5686,11.2743,11.56,13.5703,10.7017,10.5658,10.3047,10.5208,10.5969,9.4286,11.5866,12.2356,9.7426,9.8894,10.8113,10.4223,9.9264,9.3562,8.0393,8.8871,11.0043,11.5002,11.1774,9.4343,5.7167,10.2279,9.2844,7.1078,12.0649,11.0106,7.9704,4.7543,6.352,6.7327,7.9637,8.6625,7.7594,9.5693,9.3791,10.2666,10.7151,12.1501,9.5627,8.7918,10.8176,8.3558,7.417,7.43,11.8648,9.9756,6.1618,7.2506,2.7695,8.4833,8.1268,7.2134,7.5702,10.2246,7.9366,6.6758,6.4512,6.4829,9.0999,7.1118,6.2889,7.4365,2.685,5.4613,5.583,6.3724,6.9982,6.5913,7.1478,6.4123,1.3514,8.3125,5.1663,2.1671,3.1306,6.3791,7.4779,3.8267,9.9235,8.284,5.6735,5.9245,2.8493,1.5556,8.0882,5.0529,5.2715,4.9661,0,1.1135,7.8519,3.3659,3.5682,5.8391,2.0367,7.2209,1.7344,6.8797,5.3422,2.5952,6.2818,4.6242,2.9968,2.1671,1.5556,3.5682,7.2543,5.7894,2.397,10.3632,0,2.8493,1.8935,6.7965,4.7624,2.1671,1.2679,3.4706,5.3143,5.2715,0.8285,4.4812,0.8285,2.685,2.397,1.5556,0.4729,5.3559,3.3106,1.3514,3.253,5.2859,2.8493,0.8285,8.839,2
12.226,10.1776,10.6685,11.7467,9.1715,10.4819,11.3186,11.6944,10.6579,12.1627,10.9119,10.2937,9.7454,12.077,8.975,10.6489,12.1787,10.5992,2.1863,1.1268,9.5661,9.4945,11.0312,9.1833,0.374,8.0287,12.664,4.5541,7.1929,11.0907,9.7544,8.8822,9.1279,8.6447,1.619,1.7517,11.7189,10.892,6.6026,6.1998,10.3589,10.3455,11.4781,4.4008,10.8909,9.1891,7.3319,4.7729,8.0911,9.6241,8.069,6.959,8.9337,9.3358,10.9243,7.2045,11.1451,6.5352,0,7.4803,5.0665,6.6713,10.228,8.4582,6.9692,6.2056,9.7642,9.0915,3.3469,10.6545,10.1493,3.5789,5.5597,1.1268,5.4071,7.6365,0,5.656,6.2114,9.6938,4.907,5.5231,12.8266,0,8.7974,2.4434,12.0541,0.9167,0,0.374,2.1863,11.5502,4.2961,4.2064,1.1268,5.89,0,1.3102,6.7085,7.1424,0.9167,2.1863,11.1061,7.4899,7.297,8.3693,1.4729,0,2.909,1.4729,0,0.374,12.1116,1.3102,4.0859,1.3102,10.334,2.1863,4.4407,0.6707,0,7.8588,3.43,0.6707,2.0691,0.9167,3.5428,0.9167,0,1.8732,0.9167,3.1201,0.374,3.5789,1.7517,5.7383,4.3805,2.0893,1.3102,6.6838,0.374,0,0.6707,3
11.5962,11.4566,11.8805,11.8347,7.9768,11.8437,12.2408,14.7262,10.8303,11.0919,10.7327,10.511,11.336,11.2017,10.0885,9.1472,11.7513,9.8689,8.0726,7.44,9.6081,8.9085,11.8366,9.0129,7.8796,11.6981,7.0188,1.6097,5.7873,10.5889,9.6413,7.403,7.6055,12.2937,6.1568,5.7563,11.7278,8.2746,7.2279,6.0396,9.7896,8.7168,8.0851,7.1733,2.7787,10.4112,2.9527,11.0679,8.6996,9.4399,9.0651,7.7262,10.4657,8.9278,4.6117,8.8693,10.0646,7.2723,4.0217,6.2319,6.2375,8.2372,8.2301,7.7362,7.7617,6.6449,8.5372,10.1302,2.9527,7.2363,11.3612,1.742,10.6077,5.3424,5.9603,7.9203,4.0475,5.8101,8.9399,6.8964,5.6254,5.3108,6.921,2.8391,7.1256,3.0063,5.2893,3.5301,2.9527,2.1755,2.0787,6.1861,4.5943,3.4159,0.9103,3.9414,14.9811,2.3515,6.1147,6.7586,1.1194,2.7157,1.464,7.4055,5.4623,2.0787,9.1992,3.6696,3.2918,7.7142,1.3019,1.1194,3.1079,3.8563,5.1172,0.6656,6.5845,5.0293,0,2.2662,4.3467,5.1769,3.724,0.6656,2.4076,2.4321,2.897,0.9103,4.7505,2.5809,1.464,2.4321,0.6656,3.2028,1.742,2.5809,3.4159,2.0787,3.3344,3.766,1.1194,3.5301,2.2662,3
13.9547,14.046,15.3716,11.1823,12.4845,10.986,11.2499,12.2271,11.003,11.1409,10.5303,10.3793,11.0284,11.882,9.4774,14.7911,8.2854,10.0491,10.8747,9.49,10.1447,9.8236,11.5362,8.5695,10.6955,10.7053,13.5701,11.8017,9.0823,11.188,11.7542,8.2109,15.7798,8.3719,10.4818,14.0444,8.5353,7.429,8.0523,7.6175,6.7433,6.8731,6.7749,10.6642,11.4601,8.1905,8.5015,16.006,5.4975,7.1896,7.145,6.6139,6.2368,11.5925,9.9719,9.5107,9.8773,7.4367,6.9684,6.4027,9.1159,4.9654,5.8187,7.9049,6.9162,6.4377,6.4621,6.8473,4.8215,4.0371,3.5813,6.9887,7.5392,4.2766,5.6754,5.6243,8.8537,5.7408,0.6717,5.4784,9.0972,4.5746,11.3264,5.6156,3.9289,4.3829,3.8716,7.6109,6.627,4.2088,5.8634,17.684,4.7278,5.3053,4.2766,0.9179,0,7.4093,4.5925,5.1209,1.3117,5.9967,4.1132,4.4033,2.7297,10.3773,4.3413,1.6207,4.5197,3.3906,4.501,2.7297,6.6612,5.5532,2.3648,0.6717,6.0938,4.1618,2.0913,2.9112,0.9179,2.6637,4.1671,4.0108,0.6717,3.984,3.4308,4.8215,0.6717,1.3117,2.5946,4.0108,1.3117,4.8365,5.8708,1.9872,2.7297,2.522,2.0913,0.3746,0.6717,3.8716,0,2
12.4978,12.7059,0.9613,11.7892,6.8589,11.2991,11.4378,2.7404,11.0999,12.01,10.6147,9.7079,8.0792,7.2884,8.7952,1.7518,7.3314,9.4712,7.0668,7.7033,7.0463,9.8345,3.7851,8.9634,11.7943,0,6.8589,6.8822,7.6668,3.1779,5.1904,11.9999,0,4.9241,14.1618,9.5727,11.6937,7.4614,10.2362,6.7988,4.4796,3.5718,4.1354,5.2985,10.3118,2.1093,3.7347,5.3664,3.6282,4.9684,4.6251,8.0013,3.1004,1.2754,8.5977,4.5099,5.8418,5.3828,13.6711,7.2167,4.9684,3.1004,5.9228,11.1102,9.1541,9.9557,1.2754,2.1093,9.6581,0.9613,6.6228,0.5592,0.9613,9.9046,5.6779,3.9708,11.4694,5.567,8.1288,1.9416,2.2595,9.2726,13.9456,11.9312,1.7518,6.446,2.1093,2.5199,10.9304,8.6291,11.5117,0.9613,4.6251,9.7338,11.6337,6.5662,0,4.9241,0.5592,5.5082,0.5592,1.5332,9.1336,0.5592,3.6824,1.7518,3.2515,6.5297,3.4521,2.5199,8.0225,0,0,2.8392,0.9613,0.5592,2.3956,0,4.6251,5.4311,0,0,3.1084,9.9061,9.0235,7.5144,0,9.3448,0.5592,0,0,1.9416,1.9416,3.7851,4.9014,0,0,0.9613,8.9972,0,3.9708,1.2754,1.7518,4
11.8411,14.4377,12.2883,11.4676,8.9259,10.2984,10.6761,14.201,11.1558,9.8374,10.7959,10.1354,9.2002,7.8964,9.4186,9.8288,8.1151,9.2581,7.3933,6.8045,10.0325,9.4839,12.5465,8.9411,7.7279,11.5096,7.4141,10.0718,5.0778,8.7913,4.6025,8.0114,10.0992,9.0586,5.1008,3.0076,8.7842,6.1706,5.7572,7.4345,6.4134,6.9632,6.4088,7.2569,12.2101,8.9081,2.0875,7.9574,9.032,6.6062,7.0335,5.6831,9.2114,8.7105,8.0518,7.7589,7.6346,8.6031,3.4973,5.7427,10.726,7.9962,4.8117,6.1907,5.5888,5.5392,6.8959,5.8069,2.907,3.9907,6.8184,4.6025,5.1675,4.039,6.8959,5.0778,4.3576,4.9944,4.9446,5.8817,6.4088,2.4151,2.7988,1.8908,5.2924,3.2731,3.2731,1.9926,4.3953,1.3924,2.2606,3.0554,4.3766,2.9582,1.663,4.3385,1.2353,1.2353,4.2385,4.6185,0,3.7793,4.8929,3.6607,0.3459,2.0875,2.4151,1.663,3.915,7.3022,0,0.8581,3.2731,2.7988,3.9907,4.6185,1.7814,0.8581,0,2.1767,1.3924,3.3895,3.2682,0.8581,3.2763,2.7416,4.4319,0.6245,11.5181,3.313,0.8581,1.9926,1.663,1.2353,0.3459,3.4622,1.5341,1.9926,1.5341,3.5315,1.5341,3.4622,0.6245,2
10.3615,11.1347,11.928,11.2415,14.6837,11.2752,10.5678,11.8151,11.1186,8.6319,10.1828,10.5818,10.6946,10.7184,10.7371,8.6786,11.4935,9.9261,13.8644,13.2603,9.9028,8.7286,10.1631,8.7677,13.1269,8.5914,12.2605,6.226,6.6127,12.6902,6.8067,9.3942,6.0199,13.3531,12.5077,7.5797,11.8188,11.0609,9.5149,9.0885,8.6055,8.4834,9.0243,12.4718,10.4488,13.7921,13.6939,10.6666,13.2306,7.798,8.8014,7.3285,13.5974,8.2047,12.6118,8.4498,4.8831,8.6505,9.931,7.7936,9.3686,12.5481,8.1482,10.8533,8.4326,9.3363,7.7389,6.9933,10.0536,6.6868,3.038,3.6643,10.2224,7.6578,6.9458,6.5923,10.7423,6.9297,1.614,6.72,5.3276,9.4183,7.4123,9.974,5.4686,8.8655,5.2121,8.9631,7.7084,6.3647,7.5134,8.4384,3.7405,8.4283,7.7459,2.6211,4.565,7.2229,6.7617,4.6855,3.9474,7.4382,4.8831,5.3998,3.584,6.8374,6.0275,8.5404,5.7337,4.5858,8.6518,4.9488,4.565,7.7389,8.424,2.5383,3.2611,6.54,1.2473,4.0705,2.4503,3.584,5.4249,6.8243,0.426,3.7029,6.9337,6.7934,0.426,6.5347,7.3829,3.542,0,5.1153,2.6211,3.2611,4.3631,2.3567,4.0705,2.0326,3.1539,1.7674,1.0218,1
11.8953,14.4792,12.7203,11.1525,16.9713,10.4858,10.6556,13.1835,10.8069,9.9613,10.598,10.675,9.6558,11.5972,9.7816,11.8544,9.527,9.7051,6.0542,5.1936,9.6524,9.3171,7.0265,9.3522,4.3318,12.4148,9.5478,11.025,13.2933,11.9229,13.0179,7.1087,12.4256,8.1294,4.7563,12.0788,2.0222,6.3594,5.8962,7.7062,7.2996,8.7688,8.6223,3.7277,9.1099,7.7784,1.7209,0.8201,7.1325,7.3308,7.8567,7.2855,6.9747,10.5238,6.4947,6.2841,10.8858,7.4141,2.4836,6.7469,6.1316,6.0458,7.4493,4.1258,6.513,4.9652,8.2773,7.0805,2.4836,6.3801,8.7889,11.26,7.5587,5.7397,4.8739,5.8395,0,5.7602,5.7805,7.7708,9.0827,10.7908,1.7209,0,7.505,2.6686,0.8201,1.1031,0,6.4886,1.8794,2.753,7.7272,1.1031,0,4.8163,13.9854,10.9155,6.5488,2.5791,9.8897,1.7209,0.4675,6.5429,3.1135,1.5429,0.4675,5.6871,4.7563,3.8087,0,7.3546,9.0663,2.8326,2.2712,7.6495,4.7357,0.8201,0,3.9223,7.6133,6.5069,1.9105,0,2.095,2.0222,2.4836,0,4.1277,1.1031,0.4675,2.0222,4.8927,0.8201,0,4.6937,3.5026,1.3397,1.3397,5.0001,1.7209,2.4836,0.4675,3
14.6632,14.5754,14.5599,11.2189,17.2664,8.5359,10.6434,13.9747,10.7355,10.0253,10.6648,10.3065,7.3398,10.8188,9.4954,12.4489,7.5174,10.0867,6.0592,1.0075,10.0084,9.776,10.3029,9.1147,5.3245,12.6925,12.8014,10.6275,13.0756,12.4914,14.8149,9.9692,13.7517,1.231,3.4731,12.47,1.0075,2.5485,3.2358,4.9214,3.9837,5.7696,6.8893,2.7497,2.5149,2.3339,2.9516,4.1016,6.0592,6.7473,7.6612,5.224,0.4188,12.1941,5.7426,6.8308,0.4188,6.3487,2.127,5.0878,7.7123,3.558,3.3828,0,5.1978,4.1571,3.8552,5.4069,2.8874,0.743,5.6195,9.7508,12.5043,1.595,3.7143,3.8552,0.4188,4.3362,0,3.4731,9.5041,10.3119,0,0,1.595,0.743,0,4.5587,0,8.2389,1.7475,0.743,7.3428,0.4188,0,2.6756,9.444,10.2502,5.3,0,10.4579,2.3339,0,4.8045,1.4244,1.0075,3.6383,5.8392,4.9841,4.4066,0,12.5656,12.8752,1.231,0,7.3398,5.6096,2.127,0,2.8874,10.0178,0.4188,0.4188,0,0.4188,3.8213,2.0112,0,7.2383,0,3.5162,1.0075,4.787,0,0,0.743,1.0075,0.743,1.595,0,0.4188,1.231,0,3
