COX6C,MUC1,AGR2,POLR2B,LTF,NID1,KIAA0196,GFRA1,DYRK1A,SQLE,GFM1,RALB,PLTP,PYGL,KLF9,TFF3,IFIT3,CLCC1,KRT5,KRT17,HOOK2,PSEN2,PGR,CDK5RAP1,KRT14,AGR3,LRP2,EEF1A2,CEACAM6,PIP,BMPR1B,GSTA4,TFF1,FABP4,GABRP,MUC5B,PROM1,CP,ALDOC,ID1,EPSTI1,CD48,SLAMF7,COL17A1,TFAP2B,ADH1B,MUCL1,SCGB1D2,PLIN1,MNDA,TLR1,HOPX,ADIPOQ,CHAD,PIGR,ERN1,SYT13,ADCY4,KRT6B,CHST2,TMEM26,GPD1,LAMP3,ELF5,KCNJ2,KCNMB1,PRKCB,CD84,KRT81,IDO1,MMP1,CEACAM5,HMGCS2,KRT16,DNM3,TNFSF13B,SOX10,HAAO,CST1,SLAMF6,FAIM2,MUC16,CRABP1,KLK5,TIGIT,CLCA2,COL2A1,TAT,OLFM4,TCN1,TTYH1,MUC6,SYNGR3,SOSTDC1,KLK6,NPTX2,CLEC3A,AQP5,CD1C,LBP,KCNJ3,SYN2,KIF1A,CD1E,CRISP3,SCGB3A1,KLK11,KRT6A,CYTL1,CYP26A1,FABP7,GRIA2,SERPINA6,PDE1C,CIDEA,PVALB,MSLN,CST9,S100A7,NRTN,CYP4F8,FCRL3,FLG,ROPN1,CA9,CHRM3,TPO,WIF1,VSTM2A,ACADL,KCNC2,HRNR,NOTUM,CXCL5,LDHC,FCRL2,TNFSF14,FBXO39,CHST4,FCRL1,SNAP91,FAM132A,INA,label
15.4694,12.8982,14.9022,11.0965,4.6172,10.2236,11.5938,14.8227,12.2853,12.3051,10.7135,10.107,8.3746,10.864,9.2172,11.227,8.5761,9.0831,7.6672,7.5212,8.0869,9.143,13.371,9.1148,7.1657,12.2682,7.3233,8.5211,6.8545,10.46,6.4243,9.8545,10.4494,5.7912,3.4955,1.4103,9.7186,3.5549,6.8211,5.4736,6.1624,5.202,4.2904,6.4354,11.5856,3.6934,4.5575,9.536,6.2592,4.8834,6.8295,8.2148,3.6934,2.4962,7.2403,5.037,5.8913,6.5673,5.1625,5.1355,7.9714,3.1631,5.3145,10.4684,6.2019,4.9622,4.0803,2.9319,5.8669,7.1855,6.1888,2.2164,12.4495,1.8689,7.3023,4.8834,1.5799,3.9928,8.7226,2.6565,5.1625,11.0683,8.5823,4.4521,2.8679,2.1096,5.1355,1.8689,0,1.7316,3.315,2.7305,6.0296,2.8008,3.2156,4.6365,1.8689,0,2.9933,0,4.5975,2.6565,3.1631,2.7305,8.561,1.4103,2.2164,2.6565,3.5373,3.5373,0.4132,0,0,0.9962,0.4132,8.7911,2.5786,6.2404,0.4132,2.8008,5.5775,0.7339,3.7187,2.1096,1.4103,1.4103,2.7305,0,1.3976,0.9962,0.4132,2.7305,1.5799,0.7339,1.8689,0,0,2.9319,0,0,1.8689,0,1.4103,3
11.2641,10.0004,6.138,11.4863,12.8685,12.069,11.1379,6.1921,10.7952,10.9957,11.3404,10.6928,9.9838,11.2413,9.4158,1.5635,12.6209,10.192,12.2967,11.0816,7.5301,9.12,5.3693,8.7109,7.5714,4.5983,13.2717,5.1973,4.789,7.3857,8.7743,9.1407,1.3026,3.494,12.244,8.4364,12.1023,12.4292,5.6336,6.7656,9.9631,8.988,9.2138,7.2299,3.7514,2.2224,2.2224,7.9536,2.7797,9.2421,8.9908,6.6333,2.433,3.6706,9.7762,7.2943,9.8053,6.1229,8.0325,7.8117,5.9813,1.4389,11.495,11.765,7.7109,5.6618,8.5049,8.9443,7.8397,10.5189,10.6924,0.3156,1.4389,9.1606,9.547,12.2159,11.319,6.2442,5.9681,7.8641,3.43,6.8897,8.4475,10.0739,8.2658,5.2069,8.3835,1.7843,4.9799,1.3026,7.922,3.6141,3.8525,6.6226,10.0598,6.6856,0.7936,7.2463,4.0988,7.5301,0.7936,5.5075,11.1003,4.2731,11.1944,4.6128,0,5.5075,2.8789,3.8279,3.9239,5.9849,0,7.6717,0,1.3026,8.9299,0,4.9229,5.1081,0,5.4682,4.1107,7.7143,2.4258,5.3863,1.3026,7.8211,0,1.3026,0,2.433,3.947,4.4121,0,1.7843,3.3631,4.9229,5.2446,2.433,7.6734,5.5457,3.7773,4
12.898,12.7185,4.3968,10.4045,13.5978,10.3217,9.9108,6.8385,11.4489,11.2457,9.4831,9.6406,11.3107,9.2561,9.0235,4.4988,10.3416,9.4438,10.5616,13.955,7.9982,10.203,4.1682,8.9975,12.4342,1.3468,4.7676,3.2463,6.2006,2.4933,6.9143,8.4695,1.7291,11.473,15.7227,12.0046,13.0153,8.5118,9.8745,8.9123,8.3821,10.2171,10.869,8.3887,4.2288,10.5929,3.3591,4.8853,10.4029,8.7716,8.3821,7.9268,10.8371,1.7291,10.2133,4.343,4.9588,7.3007,13.9087,11.1021,4.7495,10.0242,9.5618,12.1693,7.2431,10.0027,8.3987,6.7274,15.7616,11.3904,11.3837,4.0387,1.7291,12.6126,5.6771,9.2099,12.5942,6.7991,11.8948,8.8867,4.6395,13.881,11.7687,10.6362,8.6072,3.5613,11.9734,2.6786,6.4628,1.3468,9.5559,2.8428,6.8288,4.6395,11.2052,10.2558,0,11.659,6.0574,6.3168,0,4.8079,6.1228,5.0624,0.8252,1.3468,8.201,11.8102,3.2463,1.7291,8.8168,1.3468,0,2.2806,7.0381,2.031,11.0909,0,10.3476,3.5613,0.8252,5.159,0,12.235,3.1239,5.2496,2.2806,3.3591,0,2.9902,0,2.9902,3.3591,3.8964,1.3468,5.1899,5.989,1.3468,5.8021,5.5402,3.1239,3.4637,7.4546,4
12.0488,13.0719,12.0517,10.9317,9.2404,11.0211,11.3424,12.4082,10.3088,10.7152,10.1726,10.8466,9.9956,8.4756,10.1303,8.98,10.8866,10.0441,10.2963,9.8931,9.5052,9.9261,9.7646,8.9602,10.2115,10.3598,11.9686,9.3575,6.6169,7.0232,6.2643,7.9492,6.8322,11.2566,8.5488,6.3149,10.0287,6.6211,7.7949,9.7618,7.9631,6.77,6.9729,9.2014,12.606,11.3838,8.2981,9.4102,10.7881,6.9288,6.8408,7.3581,11.3137,9.6274,7.6096,6.8058,3.4536,8.1664,6.953,6.6762,8.9645,10.1018,6.4514,3.6635,6.2317,5.7141,5.5118,5.4677,7.2646,5.3872,5.0709,3.4536,7.5579,6.8876,7.1082,5.6951,6.9768,5.9882,7.202,4.4328,7.0117,3.2604,5.0856,6.3936,3.2604,4.0398,8.2255,5.0709,4.0094,6.1916,4.1555,1.9055,3.4536,5.3872,5.0411,6.7835,5.6365,3.6239,4.3862,2.356,1.2468,5.9325,2.032,3.7021,3.9466,3.5832,9.4846,0.4258,6.1916,6.0037,1.4417,2.4496,4.2882,3.7397,7.71,10.2339,0.7541,10.6636,1.0214,3.1531,9.7486,2.032,4.5167,2.032,0.7541,3.0963,5.1001,2.1483,1.0214,3.6635,1.9055,3.1531,2.7731,0.7541,0,1.2468,1.6134,1.0214,1.7668,1.0214,2.032,3.6239,0,2
11.3202,12.9503,12.4637,11.3424,12.1604,10.6478,10.6502,11.7245,10.7995,11.1118,10.6222,10.395,10.0943,9.0007,11.6428,12.0999,8.1215,10.1112,14.1523,13.8097,9.4691,8.668,13.7831,9.4415,13.2841,10.6515,12.4292,7.7959,9.8673,16.4609,6.6327,8.077,12.5753,10.023,11.6444,10.5159,10.4384,9.7291,8.7425,7.217,6.2737,6.9234,7.1711,12.4532,11.1447,9.2919,15.21,11.3905,7.992,6.1488,6.5677,6.9911,8.1792,9.1242,10.6201,8.9974,6.8378,7.2395,11.2819,7.3363,9.9043,7.2199,5.5473,9.1481,7.4846,9.6979,6.5632,5.8394,10.6838,4.4,1.9689,5.7562,15.1302,9.072,6.1488,4.604,10.7561,10.7365,0.369,4.4198,7.7162,6.4524,7.357,10.872,2.6431,11.3024,7.811,12.8899,8.9599,10.2301,6.5363,10.4986,2.0726,7.9821,8.528,2.89,1.9689,6.961,4.7518,9.9299,5.8612,8.0068,3.9338,3.2846,3.9611,9.422,8.3487,8.4794,4.7979,6.4476,11.0848,3.8777,9.0937,7.8876,4.1387,4.0399,6.5453,4.1624,1.115,2.6431,5.832,1.115,4.1303,6.1369,4.1219,4.3596,3.2846,11.0375,5.9657,8.129,5.6597,3.906,0.9064,2.6431,0,0.6627,1.2971,2.345,3.5589,1.8573,7.8571,1.8573,2.89,2
10.2963,12.6017,11.2566,10.925,12.8737,10.5691,10.9729,12.1885,10.6771,9.1938,10.0594,10.5351,10.2214,9.6625,10.7004,10.2436,8.5235,9.8009,13.7509,13.235,10.3926,8.6959,11.7722,8.9551,14.3117,9.3483,10.7155,9.2362,5.9797,14.7597,8.5053,7.7346,9.9035,8.5593,11.634,7.8956,9.5652,9.5406,8.3686,9.0476,6.6813,7.7136,7.5806,11.8027,11.7778,9.726,13.1734,12.7015,9.3324,7.3459,7.4427,7.4169,8.6432,9.1824,10.8887,8.7554,3.2818,9.4982,9.025,7.7757,9.4829,7.8863,5.9198,9.4052,8.0793,8.393,7.172,6.3041,7.569,4.7913,0.5977,3.8932,10.4972,7.8353,7.0262,5.2656,10.8687,6.4803,4.9908,6.0372,7.9203,4.8178,6.6224,9.6469,5.2847,9.9446,2.7325,11.3398,8.4471,10.2108,8.1145,12.6632,3.5581,8.4786,7.3863,5.059,10.0286,5.3406,5.0139,0.5977,1.019,5.7786,5.6664,4.528,3.6196,10.5687,12.2105,4.4283,6.3134,5.7375,5.4632,4.9434,11.7929,5.87,5.059,8.2832,3.4266,8.6888,0.5977,4.8945,7.7689,4.1231,4.5803,6.0925,0.5977,3.356,6.187,5.2656,7.7015,5.0811,8.1037,2.4904,3.2818,1.3447,4.8945,3.8425,3.6787,1.6103,4.5597,3.7354,2.3523,1.8345,0,2
14.2406,10.3823,15.6212,12.5402,3.6296,11.6872,13.0247,14.6243,11.1917,12.133,11.1494,10.1933,8.5607,9.8064,8.3291,14.1547,8.1833,10.0265,2.5751,0.663,9.4785,8.528,11.0534,9.5025,0.907,12.3327,12.4278,3.4487,5.8331,2.2607,3.9349,10.6382,13.8177,9.7087,0.907,2.9466,0.3693,1.7434,6.5284,6.4487,6.4726,6.659,7.0378,2.0734,0,9.7827,5.6691,1.4596,9.0763,5.9329,5.7651,7.1693,10.1572,9.2557,0.907,7.2434,3.0002,7.0021,0,6.6838,9.069,8.8414,5.512,7.5228,5.7881,4.799,6.1677,6.0133,0.907,5.0609,6.2964,4.6223,5.4265,3.5952,5.3968,4.9427,0.3693,5.5027,0.3693,5.4651,4.5877,1.2978,0,0,5.1702,2.5027,5.6525,3.1018,0,0.3693,4.1868,1.605,5.1226,0.663,0.3693,4.3401,0,0,2.5751,4.3607,8.9492,3.1018,0.3693,3.1018,5.4651,0.663,0,0.3693,2.346,3.8788,0,0.907,5.4068,3.2856,4.1398,3.1018,0,7.0281,0,0.663,0.3693,3.2856,3.4867,1.2978,0,2.5751,4.5159,0,12.9254,2.0734,0.663,2.2607,1.1156,0.3693,0,2.1701,1.4596,1.2978,0.663,1.8581,0,0.663,1.1156,3
11.7185,14.0176,13.5807,11.1504,14.9847,10.737,10.372,10.9309,10.734,9.9588,10.8017,10.4158,9.6369,9.2017,11.2848,13.9768,7.0849,9.5958,13.0167,13.8085,10.653,9.8105,13.0552,8.752,12.9752,11.3764,11.6094,9.9612,11.3203,12.0032,9.2058,8.0795,13.4608,7.3913,9.778,10.8845,9.7841,8.5797,7.2639,7.1499,6.2964,6.8956,6.5293,12.0453,11.5965,8.149,9.6202,9.6801,6.5868,6.3041,6.1516,7.1792,6.6178,9.22,9.7135,9.0544,8.6251,8.4843,9.229,7.1199,10.5769,5.5513,5.6384,8.9919,5.2686,9.249,6.3491,5.9325,9.2976,3.9636,5.6017,9.4265,10.6166,8.4486,6.8231,4.0388,9.3241,6.0093,1.4162,5.7092,8.1596,6.9157,8.2093,7.8768,3.5665,9.0813,6.9502,11.9342,8.0526,9.1337,6.2576,8.6493,4.7251,5.7766,6.593,3.4611,11.2841,6.7908,6.6421,4.77,2.9402,6.7689,4.4224,6.5162,5.6976,8.2942,4.1783,6.6481,4.2748,5.8722,5.3884,4.3356,8.9439,6.4963,2.1169,4.8556,5.0857,3.9636,11.5802,3.0891,6.1684,3.1581,5.3691,4.9167,1.6257,3.287,5.2841,9.6286,1.4162,3.0166,0.8753,3.0166,2.3707,3.287,0.503,3.4054,1.8087,1.8087,2.5865,4.4502,1.8087,4.0017,1.6257,2
11.8378,13.3838,12.1435,11.4556,10.3646,12.1666,11.2295,11.0817,10.9445,10.041,10.5643,11.2376,9.0104,9.7684,11.0321,9.2925,8.8825,9.9338,9.6676,8.8431,9.1218,8.3433,11.8911,8.9652,9.1073,9.2327,8.3679,10.106,7.8611,6.0144,7.3791,9.0325,3.7791,13.0272,7.3653,8.5595,4.8502,5.2153,7.9286,7.1478,6.6952,6.2737,5.8451,8.0021,11.84,14.0406,10.3655,8.5194,12.5672,6.8722,6.967,7.1639,13.2777,9.2834,5.5831,6.8019,0.8444,7.3929,5.9785,5.6532,7.8618,11.7015,3.5036,2.8806,7.2266,5.3213,6.0667,5.1378,2.5294,4.5407,4.9649,7.4726,6.6155,7.3301,7.0816,4.5892,5.3776,7.1639,8.1629,5.0012,6.6841,3.2856,0.8444,4.0799,3.6014,7.5904,0,2.7156,3.9373,2.3155,3.3987,0.8444,2.0643,3.2856,0,5.4581,0,3.6014,4.5892,4.9277,0,6.1337,3.6014,4.3286,2.7156,0,9.0586,5.2325,4.5407,5.4581,0,0.8444,0.8444,3.6014,8.9744,0.8444,0.8444,5.8451,0,1.3736,9.5001,3.6014,4.2053,0,0,3.1628,4.6816,0,0,6.5558,0,1.3736,2.0643,0.8444,1.7598,2.7156,0,3.0286,0.8444,3.0286,3.0286,0,1.3736,2
14.4464,12.8492,12.0468,11.2114,10.1517,9.5553,10.5925,13.8115,10.8319,9.4233,10.6165,10.049,9.592,10.9042,10.4816,13.8945,8.6302,9.7,5.496,7.8825,9.4475,9.1628,12.9962,8.5416,5.132,11.3751,14.0908,9.1242,9.9732,11.0022,14.5825,8.918,10.653,5.2973,4.2032,3.4165,7.7118,9.7686,8.95,5.2686,6.2932,6.9463,7.1722,3.9376,6.4094,0,1.5536,4.2332,2.9224,7.381,8.654,5.6261,0,12.5269,2.1648,7.0084,13.7414,5.7138,5.353,6.2498,6.872,1.7323,5.2095,1.8913,6.5109,5.6596,6.3559,6.9096,6.1193,5.0668,7.218,8.3614,0.8272,6.9688,4.9452,5.7558,2.3946,4.2626,3.9007,4.5753,2.7669,0.4721,1.5536,4.1092,3.7839,1.3496,1.5536,0.8272,0,6.3491,0.4721,5.0668,3.1905,2.1648,3.0626,3.7839,3.6119,1.3496,3.9007,0.4721,6.3284,1.1119,0.8272,4.2032,0.4721,2.9942,2.9224,5.0501,4.1725,1.1119,0,11.4493,13.797,1.1119,0,1.3496,3.2504,5.6033,1.1119,1.1119,0,1.5536,2.0345,0,6.1129,1.1119,0.8272,0,0,0.4721,0.4721,3.6119,0.8272,1.8913,6.4924,0.8272,1.1119,0.8272,0,0,0.4721,0.4721,1.3496,2
13.5926,16.1439,13.5344,11.6509,13.5871,11.1563,11.3126,10.9972,11.2266,10.6599,11.0049,10.8772,9.589,11.9157,9.6594,12.3735,9.807,10.2159,8.3247,8.2128,8.7617,8.4862,10.5385,9.1896,8.1855,13.3421,13.2616,6.1308,14.8888,12.1084,15.1746,8.9846,14.0176,9.7842,7.4248,13.2747,7.5198,9.9842,7.5426,7.5343,7.1315,7.8237,7.7721,7.8489,3.1651,9.2885,5.1075,1.5159,9.2866,7.9139,8.1999,6.513,9.3236,10.2697,7.565,6.7874,11.2171,9.5527,6.4747,6.5946,8.0741,7.9792,5.9932,4.7987,6.9635,6.4617,6.2414,7.8101,5.7371,4.5596,4.866,11.9611,10.3751,2.83,5.8072,5.9566,4.6387,5.7299,9.6894,5.371,3.6955,10.4309,0.6148,5.2452,3.8363,2.5316,4.312,7.822,1.3752,8.1139,2.4638,0,3.4719,2.9832,2.6584,5.162,0.3399,1.2193,5.3334,6.683,12.5914,3.3644,0,5.2351,4.6387,8.4003,0.3399,0.8456,3.9889,1.2193,4.1049,12.6905,5.2752,3.3267,3.6955,0,1.5159,0.6148,7.1397,2.155,6.296,1.5159,3.2073,1.0445,0.3489,3.8363,3.2482,0.6148,5.7367,2.0663,6.1472,0,0,1.644,0,1.0445,0.6148,1.7618,1.8705,1.0445,0.3399,0.3399,0.6148,2
11.8892,10.9296,5.7157,11.2027,15.8624,9.9588,10.6034,6.1618,10.7189,10.777,9.7878,9.6776,12.1437,8.6294,8.4622,1.7218,9.8977,10.0722,15.1734,13.6581,11.1987,8.6543,3.0398,9.4213,11.7943,2.2054,5.7066,6.1079,6.3302,3.6045,1.8587,9.5032,1.4015,1.7218,9.9465,6.8529,8.5071,8.8881,8.7531,8.9811,8.5342,8.494,8.2806,6.6367,6.9709,0.4097,5.9406,0.4097,5.3127,7.3764,7.0337,8.0886,0.7283,5.5537,8.7243,5.2519,5.5231,5.9172,13.5239,8.9708,5.0374,5.3711,9.1804,5.2394,6.1815,7.2358,6.9785,5.9635,11.1321,9.0781,10.4445,5.2013,6.3302,15.1639,4.0094,6.5981,1.21,7.5304,4.4818,6.8529,4.3013,8.5201,10.0386,10.7223,7.8792,12.9206,4.2771,1.7218,4.095,5.7946,4.2018,1.7218,5.3246,2.3046,12.5583,6.0447,6.342,3.7525,3.3496,13.5679,0,5.3246,4.4387,3.7525,5.8116,0.4097,7.8028,14.7178,2.2054,3.4397,13.4668,1.5705,2.3046,0.4097,0.4097,0.7283,8.8102,0,16.2064,5.5023,6.2138,4.8035,1.4015,4.1225,11.156,1.7218,0,0.4097,0,3.2536,0.9892,1.7218,5.7946,8.6222,5.348,3.1506,4.1759,1.7218,5.0664,3.0963,1.7218,1.8587,7.2452,4
11.5141,13.2969,10.1925,11.0512,12.627,11.501,10.8112,9.0353,10.7923,10.3942,10.5182,10.7459,11.1202,9.8156,10.3781,11.6916,8.9156,9.5308,14.2443,12.9995,9.6442,9.187,7.8595,8.8611,13.6707,10.296,11.3605,9.6726,8.785,7.0903,9.3332,7.8156,9.3781,8.3974,11.9189,8.3119,12.2489,8.7905,7.9289,9.1992,7.8315,7.5158,8.2892,11.4229,11.4095,6.9111,8.2473,10.5236,7.6892,7.0691,7.1919,9.081,7.5847,7.3542,10.1502,7.5392,2.5785,8.4185,10.9777,8.2496,6.5389,6.9979,7.0744,8.5772,7.7996,7.9377,6.5159,6.1722,9.0118,4.9925,6.5159,4.2021,5.0148,8.4101,6.1319,4.6364,9.5391,6.5392,3.7477,5.1624,5.7203,6.9465,10.9167,8.822,4.8505,4.8505,3.5165,2.3157,8.715,9.7538,7.7099,8.2823,6.4435,6.2777,7.3187,7.884,4.6072,5.9112,5.3847,3.8996,0,6.9111,3.3149,3.9469,5.1624,4.452,5.0799,5.9696,5.101,3.8001,6.5697,2.4531,5.35,5.9231,2.5785,4.9232,1.8018,3.6367,4.3145,3.241,8.5772,2.9932,3.5364,5.4842,0.9961,2.1639,4.5471,2.9001,2.7893,2.9932,0,5.0585,5.2404,4.8505,0.5824,1.9942,4.8505,2.1639,1.3172,2.5785,2.4531,2.3157,1.3172,1
14.6954,13.569,13.0525,11.3411,15.9393,9.9772,10.6809,11.5237,10.8595,10.5803,10.9782,10.845,10.218,10.4755,9.3537,13.8244,12.3901,9.142,5.0764,3.1686,8.9284,9.3885,9.3609,9.1844,4.566,10.7731,10.3406,12.7627,14.3486,6.1311,13.1136,8.4493,13.0808,3.9957,4.8629,10.9382,3.924,5.8874,6.3925,6.8577,10.5027,10.4716,11.2245,4.6424,0.5999,4.2118,12.128,7.9359,3.9483,9.111,7.899,8.526,3.5641,11.2833,7.0468,5.4356,13.1838,6.7718,0,7.3637,7.4102,2.8454,9.0624,2.8454,6.1258,5.4863,9.3273,8.1939,2.8963,11.094,6.6175,10.7499,3.8993,0,4.4686,8.4225,2.1215,5.8637,10.1423,9.5555,9.422,4.4173,1.0223,0.3309,9.2482,0.8265,12.69,1.4878,1.4878,8.2487,2.4958,0.5999,7.8353,1.4878,0.8265,3.249,0.8265,1.0223,6.7616,0.5999,9.9357,0.5999,9.6474,6.7163,0.8265,1.4878,1.3487,0,3.9957,3.5641,3.8993,8.2066,2.4283,1.0223,0.3309,11.8814,0,5.8573,4.5816,1.7313,2.283,6.9019,1.1947,0,0.3309,1.0223,2.1215,0,11.3175,0.3309,10.4606,0.5999,1.8392,1.8392,0,4.1078,4.9617,2.1215,0,3.3976,0,0.8265,1.4878,3
12.3659,12.3505,12.7816,11.1395,14.0079,11.0217,10.4426,9.33,10.2859,9.3769,10.4143,10.5701,11.1668,9.3605,11.336,11.3875,8.1981,9.646,14.5891,13.3264,9.9907,8.9186,11.4124,9.0108,13.8357,9.6936,11.2369,11.6298,6.7172,13.0262,3.4854,9.6344,10.0546,14.2033,11.5193,6.5633,9.7637,8.7926,10.0803,9.1902,4.8768,7.7345,6.655,12.578,11.838,13.8517,12.5688,10.4937,12.2937,5.6503,6.6033,8.4694,13.2126,9.0451,11.5527,6.4212,5.4453,7.3514,10.7673,7.9874,7.8293,12.6011,5.2574,9.3874,6.5835,10.2359,4.6662,4.2617,10.1563,4.158,5.2063,6.5633,9.2376,9.7871,5.0019,3.9666,11.171,7.5759,3.094,5.1353,6.2884,6.9626,7.8106,10.3662,3.8824,9.5953,8.3877,12.7278,9.4995,6.6614,7.7524,11.4229,2.9358,7.6669,8.6379,3.2366,0,7.5692,5.2063,2.0371,6.0093,7.7285,3.9251,3.4271,8.2326,8.4457,6.4653,11.0081,3.1671,7.9874,8.5015,2.6603,4.787,6.988,10.1669,3.094,2.1851,0.916,4.6662,4.7157,3.6975,0,4.3593,6.4435,2.5212,3.6975,3.6975,12.1769,0.916,4.3584,4.3893,4.2279,1.6859,1.6859,1.4719,1.4719,2.5553,3.6975,4.158,0,2.7581,3.094,2.1851,1
11.179,14.1966,13.6412,11.4511,17.6566,10.2368,10.8548,14.5525,11.0558,10.8565,10.3447,10.8773,8.3227,11.3443,9.4088,12.3119,9.4112,9.5157,3.3791,3.5249,9.3273,10.5832,6.7738,9.3016,4.0674,10.883,8.2499,10.3835,13.6572,12.0485,13.4556,7.0425,14.1286,3.3402,5.3996,13.6608,11.9327,7.5927,3.5926,5.8366,6.9193,6.4928,6.7028,2.8247,12.4202,0.6352,7.6509,0.3523,5.8084,7.0784,7.4826,6.7028,1.2527,3.2169,3.5926,8.3621,9.9845,5.5938,2.5115,5.0114,5.3967,3.7785,5.072,5.9048,6.2885,4.725,4.019,5.9889,5.1527,4.8548,8.2354,9.8896,6.0861,1.4112,5.9889,5.4461,1.5539,3.5926,6.6873,3.2592,9.3501,6.7066,12.3048,5.2916,3.7491,9.2015,1.5539,6.9226,1.5539,2.4397,3.7192,1.0747,5.3018,1.2527,1.8029,4.7548,14.916,7.1973,2.4397,3.4169,0.6352,4.2036,8.1718,3.4538,4.6475,1.0747,9.2742,0.8717,3.6885,3.4898,0.3523,4.0674,0.3523,2.3642,0,1.5539,0.8717,0,11.9331,1.6838,13.5493,1.0747,3.1733,0,0,2.1107,2.2003,0,9.7715,0.6352,1.913,1.2527,0.6352,0.3523,3.3402,0.3523,0.8717,5.0481,1.2527,0,0,1.2527,0,3
10.4461,10.6806,11.6634,11.1131,15.193,13.5035,10.5228,10.7027,10.6113,9.2076,10.3759,10.5604,11.826,10.0524,10.703,11.9405,9.948,9.855,13.2893,12.8051,9.2484,8.5968,10.7197,8.4929,13.1793,8.7873,11.16,7.8629,7.8186,10.9931,4.5708,9.2405,11.8619,13.3953,12.5714,7.6385,11.1782,9.6025,9.6739,8.7981,7.9524,8.1545,8.0968,12.3689,9.6134,14.1021,10.5505,9.5645,12.6407,6.9678,7.6021,7.5296,13.4047,7.5489,14.335,7.9058,7.1172,8.0161,10.3633,9.3922,8.5797,12.4307,6.8485,11.4107,8.4355,9.8472,7.477,5.8914,8.5434,6.9534,0.4997,2.2404,9.324,6.6606,5.6512,5.2259,11.3138,7.1762,0,5.7979,8.2866,7.1926,9.618,9.3779,5.0387,6.1738,8.7559,10.8328,9.1697,5.8712,9.3526,8.7846,2.2404,8.545,7.7756,4.1339,5.9506,9.3842,7.0779,6.2775,5.9981,6.6064,3.2768,5.5529,0.8701,9.7985,3.6059,5.8609,5.7208,7.1926,8.3611,6.3004,8.2673,7.3583,9.7809,1.618,1.9625,2.9303,2.577,3.746,0,3.746,5.7761,8.4963,1.409,5.6864,4.8856,9.2543,0,6.2065,8.9958,5.2575,1.8005,6.8944,1.409,2.4733,2.9303,3.8324,3.5043,3.2768,2.1081,2.4733,2.1081,1
12.7895,13.4122,14.5341,10.9348,10.2196,11.6093,10.7123,14.4871,10.5639,10.6013,9.9964,10.5589,10.4983,10.4367,10.9122,13.8495,8.8328,9.2103,12.6395,11.6708,9.2089,9.3921,12.7873,9.2852,12.5349,12.8063,9.2286,6.7156,6.5208,10.3385,8.9611,8.2227,13.1892,9.3107,7.533,9.432,6.861,5.3035,7.5628,7.9922,7.1793,9.0002,8.5089,11.0821,11.6759,10.23,6.6495,10.6065,9.483,6.5342,5.7581,7.9226,10.2484,10.284,7.1095,7.9873,4.1463,7.0732,8.8583,6.5801,10.1104,8.8977,8.4143,9.1162,6.0281,7.6546,7.8332,6.4305,9.0582,7.9775,0.8928,2.8926,7.9046,4.9336,7.0501,5.6638,8.2795,6.3418,10.4611,8.572,7.6267,2.7157,4.6184,7.761,7.2005,6.6678,7.1317,2.1464,6.1893,5.2089,4.0748,10.2098,5.5095,5.352,7.0075,4.993,0.8928,2.9735,6.9978,1.8361,0.8928,6.4936,2.8069,7.0778,3.3214,5.6759,11.6222,4.514,3.2582,6.7957,2.7157,0.8928,1.4402,4.762,6.1375,3.92,2.7157,1.8361,0,4.6184,5.105,5.98,3.9777,2.9735,0.5861,3.1229,3.1921,4.993,7.2653,2.4016,2.9735,3.4959,4.0748,0,0.5144,3.382,1.6517,1.9996,1.8361,1.8361,3.3214,1.6517,0.5144,2
11.4685,10.5203,10.4233,11.7817,16.0522,11.4851,10.8585,2.4877,10.5289,10.0738,11.2674,11.2246,10.429,8.7553,10.5906,6.5484,10.4109,10.174,8.2356,8.3585,9.3972,9.0537,3.9303,9.4221,7.4571,0,4.2806,8.7706,11.4008,6.5484,2.8649,8.8952,3.8062,2.4877,1.6299,4.4561,13.6808,13.9644,9.87,7.644,9.4842,8.0428,10.1782,7.1517,11.2546,0.8781,15.8966,0.8781,4.0808,7.9007,7.6257,6.4755,3.6221,6.7544,12.3783,9.1215,6.9416,6.4823,5.3944,7.2343,5.9244,2.2542,8.123,6.786,7.5341,5.6565,7.2303,7.8982,4.9025,8.6419,9.6355,7.2463,1.1743,2.2542,4.9424,7.4877,1.9756,6.8814,6.5866,7.2582,3.5721,9.2521,3.7623,2.4877,7.0229,10.2564,0,11.5062,1.9756,6.3328,5.7936,8.2052,5.2107,0,3.4667,3.6703,12.3192,2.4877,3.9694,13.0576,6.574,0.5049,10.4654,5.4507,4.7081,5.2901,0.5049,3.022,3.1636,1.1743,7.4045,0,0,2.1216,0,1.6299,0.8781,0,14.2443,1.9756,8.325,3.022,1.42,0.5049,8.3014,2.1216,2.4877,1.1743,0,1.9756,0,0.8781,3.6221,1.8131,5.0917,4.9226,3.6221,4.5622,2.4877,1.9756,0.5049,1.6299,0.8781,0
