EZR,CXCR4,S100A4,PDGFRB,ERMN,FA2H,RHOQ,ANLN,YES1,KIF1C,TRIP10,INPPL1,PACSIN3,APLN,HSPB2,MICALL1,COL6A2,RBP4,DOCK1,ERBB3,TMCC3,CLCA4,SCD,NFKBIA,ADORA2A,UGT8,MUC1,TF,KIF5B,ITPKB,PREX1,CYB5R2,TGFB1I1,ARAP1,SMTN,NES,GLI1,KIF5A,FLT3LG,SLC25A18,VEZF1,NDE1,SERHL2,PLEKHM2,KIF13B,IP6K3,PLXNB1,HSPA2,GALNT6,LSS,SLC45A3,MAP4K4,PRX,EBF4,DOCK5,RASGRP3,PPFIBP2,TCF15,CSRP1,CRB2,MYOT,PCOLCE,COL5A3,PLEKHB1,SLCO1A2,C10orf90,ASCL1,GIPR,MCM7,CPM,PLEKHG3,AIFM3,ADIPOR2,label
0.49859583,0.09162116,0.17916171,0.34544041,0.47181879,0.40341604,0.40212053,0.27900119,0.16212229,0.5245313,0.34113183,0.41311472,0.35062119,0.20115829,0.24235461,0.19685245,0.35314553,0.33355605,0.26282583,0.40577853,0.13706004,0.07184895,0.59147414,0.45392406,0.30706711,0.25999384,0.24865654,0.67522758,0.57413928,0.51933806,0.45200324,0.26434815,0.15908275,0.44638523,0.39079059,0.32822781,0.06999883,0.69525265,0.170412,0.57539531,0.25684171,0.24029221,0.20496751,0.57492554,0.23759788,0.08249151,0.56779392,0.36244421,0.11261116,0.48472014,0.19764464,0.5884401,0.16262291,0.42550692,0.22334266,0.22920947,0.29192188,0.1069097,0.78807563,0.25115967,0.13406331,0.2942116,0.47614314,0.79004937,0.34500043,0.16361911,0.42686937,0.10248564,0.43961614,0.22499565,0.33147974,0.60659487,0.38718324,1
0.5267585,0.1685026,0.2870174,0.4211671,0.583548,0.4090625,0.4468307,0.3839394,0.2429387,0.5828953,0.3815454,0.4824614,0.3832593,0.3678325,0.310254,0.2915018,0.4094442,0.4525036,0.3974438,0.432443,0.2336179,0.1835683,0.6107214,0.6202284,0.3974438,0.3983704,0.3743652,0.7322225,0.5994526,0.6099548,0.5400204,0.3450004,0.2282476,0.4565167,0.398985,0.3473321,0.1017353,0.8687753,0.1694604,0.6469726,0.3038106,0.2846135,0.2253241,0.6615852,0.3390064,0.117427,0.5974168,0.5898372,0.1340633,0.5136735,0.2388014,0.6602823,0.2780833,0.3235524,0.3368501,0.3242294,0.2731691,0.1346675,0.8582833,0.3228724,0.2912913,0.3034227,0.4650217,0.8772311,0.441472,0.3047758,0.3424824,0.1575394,0.487115,0.2538925,0.4045035,0.6308119,0.5132944,1
0.58265729,0.192827,0.16559176,0.37992786,0.51239019,0.39452342,0.46177167,0.3432274,0.22433665,0.49184693,0.25334989,0.47571631,0.40061157,0.35820385,0.25763602,0.23485391,0.40010517,0.49331909,0.34790936,0.37793972,0.18994301,0.10544956,0.68861899,0.4801085,0.24611063,0.37640127,0.19485332,0.76209303,0.52001988,0.5336198,0.50768641,0.32355242,0.15227621,0.4678809,0.32253116,0.34037621,0.14344799,0.84434241,0.18910866,0.6075554,0.30048124,0.24865654,0.18572368,0.6708944,0.28766638,0.09162116,0.59085535,0.53543005,0.12011049,0.48688855,0.1852951,0.58653733,0.1882696,0.39132961,0.25307787,0.21230557,0.26154523,0.08671085,0.80309695,0.33946438,0.11469417,0.25171025,0.5105168,0.81799747,0.33976894,0.1940461,0.37107303,0.094807,0.39014117,0.19323447,0.39949521,0.65803734,0.4096346,1
0.50404582,0.10618142,0.33083502,0.3937843,0.3668211,0.25763602,0.50242146,0.26560498,0.25198478,0.55208768,0.42516435,0.42905712,0.25550838,0.38177511,0.23729548,0.27197477,0.31355555,0.48506463,0.32270186,0.22824758,0.16061027,0.05737811,0.69218701,0.63354547,0.28372961,0.27900119,0.41348612,0.67082851,0.55208768,0.61824835,0.4877922,0.12913947,0.21337575,0.45214638,0.38839542,0.38108507,0.03442005,0.90708973,0.31246313,0.4203723,0.31337403,0.22920947,0.094807,0.71838838,0.24893676,0.0633362,0.52649816,0.35994108,0.07902781,0.55386871,0.14230674,0.62135799,0.15597987,0.33513374,0.21723523,0.170412,0.20720714,0.083345,0.7234027,0.37070271,0.13706004,0.22133455,0.35521695,0.78939683,0.2147908,0.11400307,0.19803917,0.06812544,0.3952589,0.29359061,0.30008461,0.51592794,0.4166062,0
0.51200782,0.15227621,0.29748048,0.42559244,0.51071003,0.3557645,0.43789435,0.37496692,0.2339279,0.55782622,0.30951022,0.44269654,0.36426206,0.27692785,0.2351613,0.2393995,0.30205726,0.46548028,0.3663128,0.41218214,0.22565174,0.14287846,0.6457494,0.58209038,0.26955698,0.32064048,0.21158783,0.71246619,0.57143453,0.56769516,0.50052093,0.24088439,0.16559176,0.44697888,0.38073885,0.34920007,0.07367636,0.8692716,0.18225998,0.61971843,0.30008461,0.27197477,0.14682019,0.67546732,0.27552941,0.12533673,0.5510603,0.50684651,0.13100504,0.44793855,0.17508112,0.6075554,0.23016519,0.33513374,0.29788409,0.22400606,0.2841722,0.08419362,0.83621637,0.26535446,0.21964019,0.26906868,0.42746155,0.84702108,0.3510449,0.14737488,0.34962783,0.011462,0.44481554,0.27922979,0.38927085,0.62840007,0.46852313,0
0.52908087,0.12533673,0.26709929,0.34037621,0.52240429,0.37556624,0.46929016,0.32304267,0.2610299,0.50237041,0.22792556,0.43836591,0.37156537,0.33147974,0.29086935,0.23423721,0.27692785,0.52186776,0.33466219,0.37230084,0.18182129,0.16608086,0.66200533,0.47522701,0.2144383,0.36541907,0.22695531,0.72288092,0.58866909,0.53754145,0.47188146,0.33083502,0.10022333,0.46304033,0.27028645,0.30225309,0.09946152,0.95782724,0.18486528,0.58220991,0.30264399,0.24753039,0.23454588,0.70243184,0.29585501,0.09946152,0.52549612,0.5066482,0.16802138,0.49864819,0.19882509,0.60514235,0.15387478,0.33544728,0.26980054,0.22727943,0.23205843,0.05326936,0.79228182,0.26460037,0.17415893,0.22695531,0.43414792,0.80968013,0.36060389,0.22466652,0.33403111,0.12077389,0.39969881,0.19118585,0.41642446,0.60773166,0.40262013,1
0.48111301,0.16993694,0.15493105,0.37033146,0.40665489,0.32969998,0.4450408,0.28217009,0.17916171,0.47837914,0.3647774,0.43276929,0.3305116,0.36529096,0.27877224,0.22367473,0.24381046,0.54045592,0.29888836,0.34718744,0.11674844,0.05939074,0.62408869,0.58253811,0.28852726,0.27388113,0.2259787,0.61449634,0.52029174,0.58022531,0.48199375,0.1882696,0.12976393,0.42516435,0.35793477,0.32624202,0.02465048,0.85152979,0.17415893,0.54179411,0.27004369,0.22727943,0.16946035,0.68895486,0.24496499,0.11742695,0.51032332,0.39816499,0.0932226,0.47393487,0.16411473,0.5653722,0.15120088,0.33622826,0.2351613,0.15857007,0.23546806,0.09162116,0.73521411,0.21266315,0.11049861,0.24381046,0.41339335,0.76720842,0.21861425,0.17229725,0.25443305,0.0633362,0.39557299,0.15281097,0.31571664,0.61964876,0.39014117,0
0.53547093,0.12851239,0.10835566,0.37887862,0.50338806,0.34203355,0.44991217,0.31006837,0.21408496,0.51782697,0.3181989,0.44712693,0.3812003,0.27197477,0.25710695,0.22400606,0.30303387,0.48512197,0.3142794,0.35847244,0.16010284,0.08163311,0.63550057,0.53870609,0.2494956,0.29727826,0.21514247,0.6564491,0.5637581,0.51685732,0.47219441,0.25973369,0.19364084,0.4482326,0.3623135,0.38223336,0.08671085,0.85127986,0.19605602,0.62388561,0.24893676,0.24293866,0.17826453,0.67161722,0.25470261,0.08419362,0.565773,0.53060927,0.0986958,0.46890714,0.15805562,0.58997902,0.26282583,0.34052764,0.2351613,0.18572368,0.2610299,0.10618142,0.81777652,0.25973369,0.11742695,0.26485215,0.45720973,0.82354735,0.32756882,0.20038461,0.39816499,0.06622819,0.39609501,0.22400606,0.35644611,0.64518293,0.42771462,0
0.5638257,0.1852951,0.13038578,0.37899557,0.45512088,0.34718744,0.46264087,0.32822781,0.20977817,0.46710655,0.34233291,0.48437486,0.3513267,0.26906868,0.31282816,0.20609153,0.26180223,0.53942441,0.32304267,0.37520694,0.12788265,0.10022333,0.62347863,0.52710481,0.30913695,0.30166481,0.37315433,0.62883753,0.54793495,0.59186659,0.49563401,0.2757634,0.15805562,0.49233927,0.42151896,0.33591636,0.06235959,0.83709292,0.20038461,0.62899034,0.29888836,0.26128779,0.20534313,0.6831393,0.26510352,0.094807,0.58798105,0.50639994,0.06717983,0.50139716,0.17415893,0.55940113,0.23423721,0.34805333,0.26409551,0.1773619,0.2339279,0.06999883,0.82310354,0.31264576,0.12209189,0.3096965,0.56154408,0.82742564,0.26759409,0.19118585,0.36361537,0.07726527,0.40626604,0.23454588,0.32064048,0.65462347,0.46436418,1
0.51997452,0.12976393,0.0932226,0.36020656,0.41651536,0.28059407,0.42627483,0.23546806,0.18138132,0.54573804,0.29483,0.45150118,0.32167473,0.35847244,0.27245365,0.21827069,0.2326842,0.53382662,0.31080933,0.3181989,0.1069097,0.05737811,0.57017689,0.60289768,0.30048124,0.21122765,0.26535446,0.54954302,0.55634113,0.59256482,0.47957395,0.14957318,0.14344799,0.45178828,0.38651786,0.29788409,0.05326936,0.77830772,0.18657716,0.55552154,0.24496499,0.2360797,0.20383494,0.65197332,0.21998061,0.083345,0.54808527,0.42720805,0.08163311,0.46736511,0.13345666,0.54902137,0.14173282,0.33002516,0.17276485,0.12851239,0.20115829,0.0932226,0.79192423,0.30028306,0.13100504,0.27715966,0.45741701,0.81497411,0.23850142,0.12788265,0.34617083,0.04247242,0.40030794,0.15650153,0.31228028,0.61294923,0.41422616,0
0.58989394,0.18784829,0.2841722,0.41357882,0.53178727,0.39630331,0.50036576,0.3859611,0.26660285,0.54972889,0.31535863,0.46897104,0.38937992,0.35980816,0.33716006,0.22099722,0.29524085,0.50505212,0.37852723,0.39630331,0.20383494,0.10471409,0.67700837,0.54623328,0.25842611,0.38073885,0.2393995,0.7159747,0.58943936,0.59306553,0.51518024,0.27877224,0.1956562,0.48683189,0.38050759,0.35397756,0.13999766,0.92260319,0.18269737,0.63837569,0.34689768,0.2817215,0.23423721,0.69661671,0.31481999,0.11810239,0.61143498,0.58440405,0.16061027,0.52488287,0.18615103,0.61911349,0.24058859,0.35019628,0.30244867,0.25060704,0.26560498,0.10397497,0.86084882,0.35216892,0.14682019,0.2722144,0.48070021,0.87571529,0.34602503,0.20609153,0.4343899,0.07902781,0.43071841,0.22367473,0.40934884,0.65234682,0.46456175,1
0.50454982,0.14957318,0.15387478,0.39057443,0.42863889,0.32640852,0.41514607,0.28549214,0.1882696,0.49600747,0.24438884,0.43647066,0.38427823,0.29044625,0.24753039,0.192827,0.32740361,0.50338806,0.30303387,0.31643009,0.16510104,0.05011166,0.61476064,0.53510254,0.23546806,0.26384244,0.19605602,0.63250494,0.50871743,0.44322913,0.44918424,0.24235461,0.18784829,0.45228937,0.36971065,0.36871193,0.05838782,0.8096931,0.17916171,0.58244867,0.23048241,0.21230557,0.17508112,0.69105509,0.22727943,0.08918624,0.53312225,0.44764393,0.12011049,0.45988216,0.15545638,0.56274033,0.21194713,0.3709497,0.18952642,0.18443421,0.26025353,0.08587649,0.77768195,0.20831445,0.12143435,0.28104607,0.51353144,0.80493602,0.27388113,0.13100504,0.37412379,0.05939074,0.36100016,0.19843265,0.29338304,0.64335165,0.39908718,1
0.50165389,0.14570459,0.20345549,0.32640852,0.45926968,0.36580276,0.44062427,0.32540672,0.1852951,0.44046962,0.24611063,0.44947584,0.30381057,0.2326842,0.32338269,0.20609153,0.24409993,0.56706822,0.27945804,0.31607379,0.15066029,0.06717983,0.59289881,0.50170519,0.24724752,0.33513374,0.13038578,0.6727437,0.48500727,0.51248563,0.45427706,0.26460037,0.14514364,0.44859933,0.27552941,0.37436517,0.07276546,0.84079072,0.17916171,0.50896186,0.29928818,0.23048241,0.2393995,0.66170787,0.20720714,0.11944413,0.55347074,0.48958322,0.11400307,0.49304756,0.14514364,0.54672687,0.11742695,0.30127133,0.1840019,0.17135761,0.27149434,0.05326936,0.74555994,0.26205879,0.1479275,0.25060704,0.44668235,0.7741595,0.23205843,0.16608086,0.27922979,0.08249151,0.38894317,0.15908275,0.36971065,0.60061866,0.4162425,0
0.52426708,0.22695531,0.26308063,0.40401018,0.51690364,0.35887441,0.47219441,0.41208856,0.22920947,0.56503737,0.35300641,0.45926968,0.33466219,0.3120972,0.28766638,0.21861425,0.25143522,0.49728086,0.33034963,0.37520694,0.20154362,0.06717983,0.58073903,0.52540867,0.33018748,0.37193356,0.16946035,0.66668567,0.57608164,0.5636228,0.50940083,0.27077078,0.16898224,0.48936052,0.41468682,0.37805741,0.09000231,0.90273773,0.18182129,0.58131109,0.33371457,0.26906868,0.20941359,0.67886181,0.24724752,0.16510104,0.56759635,0.52244892,0.11120613,0.47312933,0.17088556,0.61822489,0.25921204,0.3373148,0.26025353,0.18615103,0.32674095,0.09000231,0.80947895,0.24893676,0.1956562,0.29908841,0.48093623,0.82657119,0.29848747,0.21158783,0.35766521,0.19323447,0.44947584,0.23850142,0.39557299,0.59611657,0.46652314,0
0.53834562,0.14847809,0.32674095,0.43005612,0.49337334,0.39399586,0.4875104,0.39630331,0.21301988,0.54462731,0.36720119,0.46062733,0.40061157,0.3093237,0.31062443,0.2494956,0.33777804,0.52788117,0.31464001,0.39908718,0.15066029,0.09242403,0.57710523,0.56808978,0.24264692,0.3192502,0.21194713,0.69214418,0.59397914,0.54623328,0.50072756,0.28592954,0.24438884,0.50704456,0.44322913,0.41039398,0.08836567,0.79264581,0.21337575,0.64994008,0.27435393,0.25842611,0.20115829,0.66653313,0.25684171,0.13038578,0.60903458,0.5578614,0.21688847,0.49074698,0.22824758,0.60480908,0.23174455,0.39578202,0.25389245,0.1924184,0.30725647,0.13038578,0.86141349,0.25710695,0.14902664,0.2610299,0.53178727,0.84469142,0.35603752,0.1952553,0.39908718,0.1364655,0.44039223,0.2921315,0.39483907,0.62918658,0.47903747,0
0.49685761,0.19364084,0.20941359,0.38651786,0.45575061,0.32184641,0.45314449,0.33961674,0.20609153,0.5491706,0.34991233,0.45012985,0.31994696,0.29748048,0.29317518,0.22920947,0.2722144,0.43765801,0.30535193,0.39367842,0.15120088,0.0563615,0.58463933,0.5974438,0.40781541,0.2841722,0.20383494,0.54801013,0.5895247,0.57842854,0.51657912,0.20496751,0.19999626,0.5186531,0.45399473,0.39272201,0.06906508,0.81967455,0.19843265,0.62612659,0.27922979,0.25789985,0.21266315,0.65803734,0.2147908,0.0986958,0.60758059,0.4260193,0.09792612,0.45858619,0.15440385,0.60117197,0.27623028,0.3771133,0.25362142,0.16361911,0.27340683,0.17276485,0.81682763,0.26231491,0.14957318,0.25684171,0.5335784,0.79547626,0.27245365,0.1924184,0.40181996,0.06999883,0.42447683,0.29296703,0.34834084,0.63788321,0.47723512,0
0.54358569,0.17508112,0.25115967,0.36983502,0.52395823,0.3858495,0.4888023,0.40771905,0.22695531,0.48506463,0.26154523,0.41742128,0.34113183,0.32953712,0.29565057,0.2298473,0.255776,0.46475905,0.32921087,0.38246196,0.19323447,0.13586858,0.65595838,0.50659858,0.24322983,0.38131544,0.1646087,0.78556539,0.56068369,0.51527391,0.48164208,0.28549214,0.17960829,0.43104845,0.29948769,0.34934279,0.0633362,0.90267869,0.16010284,0.60090874,0.28217009,0.26180223,0.22952873,0.68612751,0.27077078,0.11469417,0.54665104,0.52518981,0.16361911,0.48152467,0.21230557,0.57197942,0.19364084,0.34337596,0.27715966,0.22466652,0.26734689,0.06527042,0.82286036,0.25789985,0.16898224,0.25334989,0.47571631,0.83322347,0.33607239,0.22167112,0.37544657,0.13765222,0.40430637,0.22792556,0.3591418,0.63354547,0.42863889,1
0.56825389,0.30894997,0.31173037,0.39208098,0.46833075,0.38348634,0.51071003,0.36020656,0.25737172,0.57567646,0.36808432,0.48885821,0.38784565,0.37734989,0.35005437,0.29065795,0.32355242,0.47043336,0.34352438,0.34587909,0.15702136,0.07548163,0.66482771,0.58390285,0.31942469,0.34718744,0.3085753,0.65208547,0.57919253,0.65090368,0.52753662,0.21584333,0.2259787,0.5267151,0.48228617,0.39452342,0.06430645,0.90365149,0.26051277,0.59287101,0.32969998,0.28809744,0.25253233,0.68908609,0.29171197,0.07548163,0.60514235,0.50739052,0.1246934,0.51583469,0.21230557,0.64352985,0.20941359,0.35590107,0.22630495,0.18784829,0.27552941,0.10022333,0.84040077,0.40202041,0.05939074,0.29129126,0.40771905,0.86660955,0.2411796,0.20534313,0.3332385,0.13345666,0.40430637,0.21337575,0.38393936,0.61141043,0.46619803,0
0.62377267,0.18486528,0.38427823,0.41912749,0.47387306,0.35780005,0.53485644,0.41733093,0.29666996,0.58772221,0.36896224,0.49445413,0.38200441,0.38062326,0.36047156,0.2329961,0.39703006,0.44954865,0.36439106,0.38685092,0.15753939,0.15227621,0.64321289,0.56513789,0.34718744,0.35712462,0.24467719,0.64782103,0.59546216,0.6307041,0.52114936,0.21654091,0.25088361,0.52235965,0.49770292,0.39197388,0.15387478,0.89565605,0.21014187,0.67839278,0.33576017,0.24438884,0.13586858,0.70248513,0.28395107,0.12788265,0.63778041,0.58143125,0.13526925,0.51017804,0.15227621,0.62429148,0.272931,0.37388201,0.25604314,0.21158783,0.28217009,0.12339832,0.92173169,0.36205176,0.13223589,0.27101236,0.57520758,0.86633494,0.24639567,0.19999626,0.3828042,0.09162116,0.40991983,0.25973369,0.37400295,0.67787513,0.48437486,1
0.5285679,0.14902664,0.30244867,0.40519141,0.55796689,0.41742128,0.49552713,0.41751157,0.23016519,0.49085734,0.3085753,0.44653387,0.37981164,0.29748048,0.31117843,0.2360797,0.34037621,0.49483056,0.32338269,0.41587792,0.19605602,0.13284753,0.60928384,0.56736552,0.25307787,0.41687839,0.23820085,0.69732167,0.55270801,0.5626041,0.49058128,0.36490596,0.19364084,0.48857842,0.35860655,0.29788409,0.11606683,0.79744646,0.20077195,0.60707591,0.32133078,0.2483758,0.25389245,0.6554843,0.2817215,0.13526925,0.60161838,0.56051102,0.12913947,0.50808002,0.20421342,0.59119319,0.1479275,0.36257479,0.28549214,0.2298473,0.30186117,0.07092676,0.83455742,0.31136264,0.16898224,0.26784087,0.38696177,0.83640618,0.37592469,0.28239388,0.28766638,0.12976393,0.40646059,0.25524027,0.43718421,0.55091296,0.4888023,0
0.57517627,0.18269737,0.38291811,0.41715008,0.43390556,0.27197477,0.50974136,0.34920007,0.24352043,0.59164246,0.42213276,0.49162759,0.34113183,0.29687301,0.34805333,0.2259787,0.33418913,0.43655012,0.32236027,0.29908841,0.13526925,0.08836567,0.59164246,0.56933252,0.36361537,0.29234082,0.23423721,0.54045592,0.5875494,0.58846874,0.52280543,0.15959366,0.256576,0.49337334,0.47516573,0.37604397,0.12913947,0.77098122,0.22466652,0.63765695,0.32218918,0.27877224,0.18182129,0.63718274,0.23111482,0.07184895,0.60411452,0.47331561,0.07184895,0.49440027,0.1069097,0.6273449,0.24553891,0.37723164,0.21266315,0.15805562,0.26077156,0.12533673,0.89893298,0.36020656,0.1940461,0.28483363,0.50560271,0.81687707,0.19445026,0.16312184,0.35425387,0.12011049,0.43325732,0.21158783,0.27599702,0.60098776,0.48575122,0
0.37412379,0.12339832,0.27877224,0.33034963,0.49875285,0.37793972,0.40944415,0.32969998,0.1773619,0.46580696,0.20904811,0.36257479,0.37181093,0.21723523,0.29503557,0.21792634,0.3181989,0.54065347,0.27197477,0.36567497,0.1646087,0.09715244,0.59990422,0.45114153,0.26510352,0.35658206,0.08671085,0.69607537,0.54718105,0.36244421,0.42686937,0.24058859,0.14570459,0.41876991,0.30988255,0.34022463,0.03083115,0.87779859,0.1364655,0.45441803,0.26955698,0.20421342,0.173231,0.65416355,0.24893676,0.07548163,0.45106949,0.44541547,0.11877477,0.41143184,0.170412,0.55473335,0.14230674,0.32012064,0.22300985,0.21758119,0.23423721,0.09000231,0.72261353,0.1840019,0.1479275,0.19999626,0.42686937,0.74801335,0.34514723,0.16608086,0.26685128,0.06906508,0.40202041,0.13038578,0.36439106,0.54646129,0.37899557,0
0.52249353,0.17690853,0.15387478,0.38303193,0.4045035,0.27552941,0.44519078,0.31373684,0.18443421,0.54657517,0.2801407,0.43670889,0.31282816,0.15387478,0.34337596,0.18657716,0.27245365,0.5154143,0.29888836,0.31445981,0.09162116,0.06137654,0.57280895,0.50674739,0.36086819,0.23205843,0.16993694,0.52980457,0.50988706,0.51616083,0.49611401,0.15545638,0.14682019,0.49911859,0.38439102,0.34113183,0.07458173,0.80665342,0.1346675,0.60059226,0.26808724,0.25816321,0.1882696,0.65809119,0.22760285,0.08503743,0.57401309,0.41114951,0.04021583,0.47819908,0.06038695,0.57454865,0.2326842,0.34292983,0.21895702,0.16705428,0.28149669,0.10098125,0.78999016,0.26833321,0.14401536,0.29828661,0.50308349,0.80885422,0.25604314,0.1773619,0.3583382,0.09000231,0.42195764,0.16510104,0.29666996,0.6146886,0.45420653,1
0.54489618,0.1852951,0.18910866,0.40906252,0.53039792,0.30381057,0.43750025,0.31784682,0.23330734,0.49759752,0.25443305,0.45378262,0.34834084,0.25443305,0.26384244,0.21158783,0.27435393,0.53328828,0.34203355,0.38707255,0.17554008,0.13345666,0.64824343,0.54759617,0.21230557,0.29150176,0.26635401,0.67812633,0.56202374,0.55072856,0.48425959,0.28104607,0.14287846,0.43670889,0.33976894,0.29192188,0.07367636,0.86822911,0.15959366,0.67053167,0.29254985,0.26560498,0.16559176,0.64559334,0.29044625,0.09242403,0.54435796,0.54857278,0.11049861,0.49775559,0.15281097,0.59023397,0.23850142,0.31714014,0.29646664,0.26077156,0.24176826,0.094807,0.84530024,0.21230557,0.19960689,0.20115829,0.41642446,0.81030786,0.35967513,0.18868972,0.28680049,0.05737811,0.40713954,0.26358894,0.37663899,0.58992231,0.47087558,0
0.6075302,0.32872015,0.2757634,0.42090263,0.53559353,0.38795577,0.55584279,0.44262031,0.3142794,0.5776914,0.3961992,0.50196139,0.38937992,0.40040922,0.32081335,0.24753039,0.25088361,0.45651669,0.3952589,0.38839542,0.22200693,0.12913947,0.67230392,0.56726649,0.27552941,0.39609501,0.20269369,0.70571332,0.61158219,0.61688198,0.53378528,0.27004369,0.2298473,0.51343667,0.44815914,0.40361435,0.18572368,0.93266767,0.19921651,0.6306178,0.34158337,0.29788409,0.21301988,0.70559597,0.29023425,0.20720714,0.64101532,0.60307954,0.14902664,0.49461557,0.21895702,0.63701744,0.18868972,0.38257613,0.2893832,0.20977817,0.3211585,0.08754056,0.87293386,0.346462,0.24553891,0.28372961,0.49696354,0.85449671,0.3556278,0.25630981,0.40131766,0.22334266,0.45838053,0.25443305,0.41218214,0.6420782,0.49680462,1
0.54998871,0.15597987,0.2108666,0.39826774,0.46270752,0.33746937,0.47175609,0.32236027,0.19485332,0.46852313,0.26231491,0.45185997,0.37887862,0.27669569,0.32338269,0.20115829,0.27692785,0.53477432,0.30205726,0.33992099,0.13100504,0.0633362,0.62603759,0.52641129,0.22234199,0.31767046,0.20345549,0.65366523,0.50891301,0.52697502,0.47939533,0.2778529,0.17182817,0.45885996,0.33777804,0.33808607,0.11742695,0.82501137,0.19159784,0.61831868,0.28980933,0.24293866,0.1956562,0.66388134,0.26384244,0.07276546,0.56894119,0.50615126,0.12077389,0.46833075,0.15753939,0.52899549,0.23789967,0.33793214,0.22630495,0.192827,0.21301988,0.06038695,0.80363147,0.28680049,0.09081393,0.2757634,0.47256908,0.80493602,0.28461348,0.1882696,0.36335591,0.08754056,0.39483907,0.21792634,0.36745405,0.6364997,0.43844435,0
0.5923138,0.1024856,0.2778529,0.4188594,0.595926,0.4319523,0.4965925,0.4566556,0.2921315,0.5958988,0.3612638,0.4970165,0.4303048,0.3663128,0.31464,0.2492164,0.3479094,0.3575302,0.3834863,0.4594741,0.2256517,0.1804974,0.7316213,0.5709843,0.3415834,0.3747265,0.2480945,0.74058,0.608184,0.6227068,0.549766,0.3051601,0.2186142,0.4990664,0.42889,0.4098248,0.1201105,0.8638945,0.2292095,0.7109512,0.3232128,0.3149998,0.1907727,0.6766286,0.3379321,0.1495732,0.6444964,0.5800739,0.1457046,0.5100326,0.2269553,0.659875,0.2623149,0.3600739,0.3238913,0.2038349,0.316252,0.1024856,0.908536,0.3445591,0.2769279,0.2792298,0.5683195,0.9005096,0.4201951,0.2378997,0.444364,0.1655918,0.4840288,0.2839511,0.423266,0.6625114,0.5119121,1
0.5718194,0.1964548,0.1895264,0.3895978,0.5495802,0.4250786,0.4819352,0.4174213,0.2298473,0.5569794,0.3348195,0.4527175,0.4000037,0.3666942,0.3151793,0.2530779,0.3002831,0.4497669,0.3756858,0.4233528,0.1992165,0.1303858,0.7261437,0.5352254,0.3265748,0.3890525,0.2172352,0.7805326,0.5821203,0.5615441,0.5251022,0.2885273,0.1940461,0.4778383,0.4088713,0.3743652,0.1291395,0.8542854,0.1844342,0.6431732,0.3087627,0.296873,0.2382008,0.6838052,0.3024487,0.1146942,0.600856,0.5653387,0.1741589,0.4762649,0.2323716,0.6412968,0.2432298,0.3771133,0.3034227,0.2209972,0.2876664,0.1009813,0.8580445,0.3036168,0.1473749,0.3074456,0.5461191,0.8778273,0.3321217,0.2533499,0.4161514,0.1297639,0.4477913,0.2538925,0.4118075,0.6890715,0.448306,0
0.50891301,0.10397497,0.21998061,0.34470639,0.45406536,0.29044625,0.45085318,0.26808724,0.19724907,0.50739052,0.26808724,0.40121699,0.3321217,0.22167112,0.31607379,0.17276485,0.20077195,0.54358569,0.31025395,0.3085753,0.09637473,0.04358803,0.59474996,0.51662552,0.24724752,0.256576,0.1479275,0.58581019,0.56061465,0.53854599,0.42542135,0.17960829,0.12339832,0.44571453,0.32507129,0.30516013,0.02210457,0.84810727,0.13223589,0.58581019,0.27552941,0.22133455,0.13824205,0.67573856,0.22032025,0.05222422,0.52984703,0.44852606,0.05737811,0.4784391,0.12597731,0.5636228,0.1778139,0.31714014,0.21998061,0.16946035,0.2326842,0.05737811,0.80718194,0.22727943,0.06906508,0.20383494,0.46684754,0.83040638,0.3014682,0.15597987,0.31802296,0.0208151,0.37315433,0.18742579,0.29948769,0.57787603,0.41633351,0
0.50247248,0.07814915,0.17462074,0.36958618,0.48368188,0.30342273,0.35272777,0.31117843,0.17135761,0.54718105,0.2057178,0.37278915,0.3556278,0.27077078,0.3421833,0.16510104,0.34977015,0.34977015,0.31264576,0.32406043,0.12661513,0.06137654,0.63044505,0.45257496,0.24639567,0.22920947,0.16656837,0.56939764,0.56743151,0.53689497,0.45665556,0.19764464,0.18005353,0.38618406,0.3247351,0.30477579,0.0208151,0.80973848,0.13882956,0.62078274,0.21619253,0.21792634,0.13999766,0.68538232,0.24467719,0.02715361,0.52796719,0.45920148,0.07902781,0.40694587,0.14902664,0.5660729,0.16898224,0.27028645,0.18952642,0.18868972,0.23820085,0.10173534,0.86139974,0.22433665,0.12725024,0.19445026,0.45720973,0.84291735,0.32439815,0.12725024,0.33244164,0.01687833,0.40430637,0.1940461,0.29359061,0.62402102,0.40101546,0
